desnutrir	starve		agree
desobedecer	disobey		agree
desobstruir	unblock		agree
desocupar	vacate		agree
desodorizar	deodorize		agree
desoír	ignore		agree
desojar	strain eyes		agree	1
desollar	skin		agree
desorbitar	exaggerate		agree			blow out of proportion
desordenar	disarrange		agree
desorejar	cut ears		agree	1
desorganizar	disorganize		agree
desorientar	disorient		agree
desovar	spawn		agree
desovillar	unravel		agree
desoxidar	deoxidize		agree
despabilar	wake up		agree
despachar	dispatch		agree
despachurrar	squash		agree
despampanar	prune		agree
despanzurrar	gut		agree	1
desparasitar	deworm		agree
desparejar	mismatch		agree
desparramar	scatter		agree
despatarrar	sprawl		agree
despechugar	bare chest		agree	1
despedazar	tear apart		agree
despedir	dismiss		agree			two senses: dismiss / say goodbye
despegar	take off		agree
despeinar	dishevel		agree
despejar	clear		agree
despellejar	skin		agree
despelotar	strip		agree	1		strip naked
despenalizar	decriminalize		agree
despendolar	go wild		agree	1
despeñar	hurl		agree			hurl off a cliff
despepitar	deseed		agree
desperdiciar	waste		agree
desperdigar	scatter		agree
desperezar	stretch		agree
despersonalizar	depersonalize		agree
despertar	wake		agree
despiezar	dismantle		agree
despilfarrar	squander		agree
despiojar	delouse		agree
despistar	mislead	throw off the track	replace			throw off the track
desplanchar	wrinkle		agree	1
desplantar	uproot		agree
desplazar	displace		agree
desplegar	deploy		agree			deploy/unfold
desplomar	collapse		agree
desplumar	pluck		agree
despoblar	depopulate		agree
despojar	strip		agree
despolitizar	depoliticize		agree
desportillar	chip		agree
desposar	wed		agree
desposeer	dispossess		agree
despotricar	rant		agree
despreciar	despise		agree
desprender	detach		agree
despreocupar	relax	stop worrying	replace			reflexive stop worrying
desprestigiar	discredit		agree
despresurizar	depressurize		agree
desprivatizar	deprivatize		agree
desprogramar	deprogram		agree
desproveer	deprive		agree
despuntar	blunt		agree
desquiciar	unhinge		agree
desquitar	get even		agree
desratizar	exterminate rats		agree
desriñonar	overwork		agree	1		break one's back
desrizar	straighten		agree
destacar	stand out		agree
destapar	uncover		agree
destaponar	unclog		agree
destejer	unweave		agree
destellar	sparkle		agree
destemplar	upset		agree
destensar	loosen		agree
desteñir	fade		agree
desternillar	crack up		agree			split sides laughing
desterrar	exile		agree
destetar	wean		agree
destilar	distill		agree
destinar	assign		agree
destituir	dismiss		agree
destornillar	unscrew		agree
destrenzar	unbraid		agree
destripar	gut		agree
destronar	dethrone		agree
destrozar	destroy		agree
destruir	destroy		agree
desubicar	misplace	disorient	replace			disorient/confuse person
desunir	disunite		agree
desusar	disuse		agree	1
desvalijar	rob		agree
desvalorizar	devalue		agree
desvanecer	vanish		agree
desvariar	rave		agree
desvelar	reveal		agree			reveal / keep awake
desvencijar	break apart		agree	1
desvendar	unbandage		agree
desvergonzar	be brazen		agree	1		be shameless
desvestir	undress		agree
desviar	divert		agree
desvincular	disconnect		agree
desvirgar	deflower		agree
desvirtuar	distort		agree
desvitalizar	devitalize		agree	1
desvivir	go out of way		agree
detallar	detail		agree
detectar	detect		agree
detener	stop		agree
detentar	hold illegally		agree
deteriorar	deteriorate		agree
determinar	determine		agree
detestar	detest		agree
detraer	deduct		agree
devaluar	devalue		agree
devanar	wind		agree
devastar	devastate		agree
devengar	accrue		agree
devenir	become		agree
devolver	return		agree
devorar	devour		agree
diagnosticar	diagnose		agree
diagramar	diagram		agree
dializar	dialyze		agree
dialogar	converse		agree
dictaminar	rule		agree
dictar	dictate		agree
diezmar	decimate		agree
difamar	defame		agree
diferenciar	differentiate		agree
diferir	differ		agree
dificultar	hinder		agree
difuminar	blur		agree
difundir	spread		agree
digerir	digest		agree
digitalizar	digitize		agree
dignar	deign		agree
dignificar	dignify		agree
dilapidar	squander		agree
dilatar	dilate		agree
diligenciar	process		agree
dilucidar	elucidate		agree
diluir	dilute		agree
diluviar	pour		agree
dimanar	emanate		agree
dimitir	resign		agree
dinamitar	dynamite		agree
dinamizar	energize		agree
diplomar	graduate		agree
diptongar	diphthongize		agree
dirimir	resolve		agree			settle
disciplinar	discipline		agree
discordar	disagree		agree
discrepar	disagree		agree
discriminar	discriminate		agree
disculpar	excuse		agree
discurrir	roam		agree
disecar	dissect		agree
diseccionar	dissect		agree
diseminar	disseminate		agree
disentir	dissent		agree
diseñar	design		agree
disertar	lecture		agree
disfrazar	disguise		agree
disfrutar	enjoy		agree
disgregar	disperse		agree
disgustar	displease		agree
disimilar	dissimilate		agree
disimular	conceal		agree
disipar	dissipate		agree
dislocar	dislocate		agree
disminuir	decrease		agree
disociar	dissociate		agree
disolver	dissolve		agree
disparar	shoot		agree
disparatar	talk nonsense		agree
dispensar	dispense		agree
dispersar	disperse		agree
disputar	dispute		agree
distanciar	distance		agree
distender	distend		agree
distorsionar	distort		agree
distribuir	distribute		agree
disuadir	dissuade		agree
divagar	digress		agree
divergir	diverge		agree
diversificar	diversify		agree
divertir	amuse		agree
dividir	divide		agree
divinizar	deify		agree
divisar	discern		agree
divorciar	divorce		agree
divulgar	divulge		agree
doblar	fold		agree
doblegar	bend		agree
doctorar	doctorate		agree
documentar	document		agree
dogmatizar	dogmatize		agree
doler	hurt		agree
domar	tame		agree
domeñar	subdue		agree
domesticar	domesticate		agree
domiciliar	direct debit		agree
