desentumecer	loosen up		agree
desenvainar	unsheathe		agree
desenvolver	unwrap		agree
desequilibrar	unbalance		agree
desertar	desert		agree
desertificar	desertify		agree
desertizar	desertify		agree	1
desescombrar	clear rubble		agree
desesperar	despair		agree
desestabilizar	destabilize		agree
desestimar	reject		agree		two senses: reject / dismiss
