quebrantar	break	break apart	replace	1		two senses: break / violate (law)
rechistar	protest	talk back	agree
reciclar	recycle	recycle	agree
recidivar	relapse	recur	agree	1
recitar	recite	recite	agree
reclamar	claim	claim	agree
reclinar	recline	recline	agree
recluir	confine	confine	agree
reclutar	recruit	recruit	agree
recobrar	recover	recover	agree
recocer	overcook	overcook	agree
recochinear	gloat	gloat	agree	1
recolectar	harvest	harvest	agree
recomendar	recommend	recommend	agree
recomenzar	restart	restart	agree
recomer	fret	fret	agree	1
recompensar	reward	reward	agree
recomponer	repair	repair	agree
reconcentrar	concentrate	concentrate	agree
reconciliar	reconcile	reconcile	agree
reconcomer	fret	fret	agree	1
reconfirmar	reconfirm	reconfirm	agree
reconfortar	comfort	comfort	agree
reconquistar	reconquer	reconquer	agree
reconsiderar	reconsider	reconsider	agree
reconstituir	reconstitute	reconstitute	agree
reconstruir	rebuild	rebuild	agree
recontar	recount	recount	agree
reconvenir	reproach	reproach	agree
reconvertir	reconvert	reconvert	agree
recopilar	compile	compile	agree
recorrer	travel	travel through	agree
recortar	trim	trim	agree
recoser	resew	resew	agree
recostar	lean	lean	agree
recrear	recreate	recreate	agree
recriminar	recriminate	recriminate	agree
recrudecer	worsen	worsen	agree
rectificar	rectify	rectify	agree
recuadrar	frame	frame	agree	1
recubrir	cover	cover	agree
recular	back up	back up	agree
recuperar	recover	recover	agree
recurrir	resort	resort to	agree
recusar	challenge	challenge	agree
redactar	draft	draft	agree
redefinir	redefine	redefine	agree
redimir	redeem	redeem	agree
redistribuir	redistribute	redistribute	agree
redoblar	redouble	redouble	agree
redondear	round	round off	agree
reducir	reduce	reduce	agree
redundar	result	result in	agree	1
reduplicar	reduplicate	reduplicate	agree
reedificar	rebuild	rebuild	agree
reeditar	reissue	reissue	agree
reeducar	reeducate	reeducate	agree
reelaborar	rework	rework	agree
reeligir	reelect	reelect	agree
reembarcar	reembark	reembark	agree
reembolsar	refund	reimburse	agree
reemplazar	replace	replace	agree
reencarnar	reincarnate	reincarnate	agree
reencontrar	reunite	meet again	agree
reencuadernar	rebind	rebind	agree
reenganchar	rehook	reenlist	replace	1		reenganchar(se) = reenlist
reensayar	rehearse	rehearse again	agree	1
reenviar	forward	forward	agree
reescribir	rewrite	rewrite	agree
reestrenar	revive	rerelease	agree			revive (rerun a show/film)
reestructurar	restructure	restructure	agree
reexaminar	reexamine	reexamine	agree
reexpedir	reship	forward	agree
reexportar	reexport	reexport	agree
referir	refer	refer	agree
refinar	refine	refine	agree
reflejar	reflect	reflect	agree
reflexionar	reflect	reflect	agree
reflorecer	reflower	bloom again	agree	1
reflotar	refloat	refloat	agree
refluir	ebb	flow back	agree
refocilar	delight	revel	agree	1
reforestar	reforest	reforest	agree
reformar	reform	reform	agree
reforzar	reinforce	reinforce	agree
refractar	refract	refract	agree
refregar	scrub	scrub	agree
refreír	refry	refry	agree
refrenar	restrain	restrain	agree
refrendar	endorse	endorse	agree
refrescar	refresh	refresh	agree
refrigerar	refrigerate	refrigerate	agree
refugiar	shelter	shelter	agree
refulgir	shine	shine	agree
refundir	recast	recast	agree
refunfuñar	grumble	grumble	agree
refutar	refute	refute	agree
regalar	give	give	agree
regañar	scold	scold	agree
regar	water	water	agree
regatear	haggle	haggle	agree
regenerar	regenerate	regenerate	agree
regentar	manage	manage	agree
regionalizar	regionalize	regionalize	agree
regir	govern	govern	agree
registrar	register	register	agree
reglamentar	regulate	regulate	agree
reglar	regulate	rule	agree
regocijar	rejoice	rejoice	agree
regodear	delight	delight	agree	1		take delight
regular	regulate	regulate	agree
regularizar	regularize	regularize	agree
regurgitar	regurgitate	regurgitate	agree
rehabilitar	rehabilitate	rehabilitate	agree
rehogar	sauté	sauté	agree
rehuir	avoid	avoid	agree
rehumedecer	remoisten	remoisten	agree	1
rehundir	sink	sink	agree	1
reimplantar	reimplant	reintroduce	agree
reimportar	reimport	reimport	agree
reimprimir	reprint	reprint	agree
reinar	reign	reign	agree
reincidir	relapse	reoffend	agree
reincorporar	reinstate	reincorporate	agree
reingresar	reenter	reenter	agree
reiniciar	restart	restart	agree
reinscribir	reenroll	reenroll	agree
reinsertar	reinsert	reinsert	agree
reinstalar	reinstall	reinstall	agree
reintegrar	reintegrate	reintegrate	agree
reinvertir	reinvest	reinvest	agree
reiterar	reiterate	reiterate	agree
reivindicar	claim	claim	agree
rejonear	spear bull	spear a bull	agree	1
rejuvenecer	rejuvenate	rejuvenate	agree
relacionar	relate	relate	agree
relajar	relax	relax	agree
relamer	lick	lick	agree
relanzar	relaunch	relaunch	agree
relatar	recount	recount	agree
relativizar	relativize	relativize	agree
releer	reread	reread	agree
relegar	relegate	relegate	agree
relevar	relieve	relieve	agree
religar	rebind	rebind	agree	1
relinchar	neigh	neigh	agree
rellenar	fill	fill	agree
relucir	shine	shine	agree
relumbrar	dazzle	gleam	agree
remachar	rivet	rivet	agree
remangar	roll up	roll up sleeves	agree
remansar	pool	form a pool	agree	1
remar	row	row	agree
remarcar	emphasize	emphasize	agree
remasterizar	remaster	remaster	agree
rematar	finish off	finish off	agree
rembolsar	refund	reimburse	agree
remedar	mimic	imitate	agree
remediar	remedy	remedy	agree
rememorar	recall	recall	agree
remendar	mend	mend	agree
remeter	tuck	tuck in	agree
remitir	send	send	agree
remodelar	remodel	remodel	agree
remojar	soak	soak	agree
remolcar	tow	tow	agree
remolonear	dawdle	dawdle	agree
remontar	go back	go back	agree
remorder	cause remorse	gnaw at	agree	1
remover	stir	stir	agree
remozar	renovate	renovate	agree
remplazar	replace	replace	agree
remunerar	remunerate	remunerate	agree
renacer	be reborn	be reborn	agree
rendir	yield	yield	agree
renegar	deny	deny	agree
renegociar	renegotiate	renegotiate	agree
renombrar	rename	rename	agree
renovar	renew	renew	agree
renquear	limp	limp	agree
rentabilizar	monetize	make profitable	agree
renunciar	resign	resign	agree
reñir	quarrel	quarrel	agree
reordenar	reorder	reorder	agree
reorganizar	reorganize	reorganize	agree
reparar	repair	repair	agree
repartir	distribute	distribute	agree
repasar	review	review	agree
repatear	annoy	annoy	agree	1
repatriar	repatriate	repatriate	agree
repeinar	recomb	comb again	agree	1
repeler	repel	repel	agree
repensar	rethink	rethink	agree
repercutir	affect	affect	agree
repescar	refish	let resit	uncertain	1	1	senses: fish out again / let resit exam
repetir	repeat	repeat	agree
repicar	ring	ring	agree
repintar	repaint	repaint	agree
repiquetear	jingle	patter	agree
replantar	replant	replant	agree
replantear	reconsider	reconsider	agree
replegar	fold	fold back	agree
replicar	reply	reply	agree
repoblar	repopulate	repopulate	agree
reportar	report	report	agree
reposar	rest	rest	agree
repostar	refuel	refuel	agree
representar	represent	represent	agree
reprimir	repress	repress	agree
reprobar	fail	fail	agree
reprocesar	reprocess	reprocess	agree
reprochar	reproach	reproach	agree
reptar	crawl	crawl	agree
repudiar	repudiate	repudiate	agree
