encapsular	encapsulate		agree
encapuchar	hood		agree
encaramar	hoist		agree
encarar	face		agree
encarcelar	imprison		agree
encarecer	raise price		agree
encargar	order		agree
encariñar	grow fond		agree
encarnar	embody		agree
encarnizar	enrage		agree
encarpetar	shelve		agree
encarrilar	guide		agree
encartar	implicate		agree
encartonar	board		agree
encasillar	pigeonhole		agree
encasquetar	pull on		agree
encasquillar	jam		agree
encastrar	embed		agree
encausar	prosecute		agree
encauzar	channel		agree
encebollar	cook with onions		agree
encelar	make jealous		agree
enceldar	confine		agree
encenagar	mire		agree
encender	light		agree
encerar	wax		agree
encerrar	lock up		agree
encestar	score basket		agree
encharcar	flood		agree
enchufar	plug in		agree
encintar	ribbon		agree
encizañar	sow discord		agree
enclaustrar	cloister		agree
enclavar	nail		agree
encocorar	annoy		agree
encofrar	shutter		agree
encoger	shrink		agree
encolar	glue		agree
encolerizar	enrage		agree
encomendar	entrust		agree
encomiar	praise		agree
enconar	inflame		agree
encontrar	find		agree
encopetar	puff up		agree
encorajinar	enrage		agree
encorbatar	put on tie		agree
encordar	string		agree
encorsetar	corset		agree
encorvar	bend		agree
encrespar	curl		agree
encuadernar	bind		agree
encuadrar	frame		agree
encubrir	conceal		agree
encuestar	survey		agree
encumbrar	exalt		agree
encurtir	pickle		agree
endemoniar	bedevil		agree
enderezar	straighten		agree
endeudar	get into debt		agree
endilgar	foist		agree
endiñar	land		agree
endiosar	deify		agree
endomingar	dress up		agree
endosar	endorse		agree
endulzar	sweeten		agree
endurecer	harden		agree
enemistar	estrange		agree
enervar	enervate		agree
enfadar	anger		agree
enfajar	swaddle		agree
enfangar	muddy		agree
enfatizar	emphasize		agree
enfermar	sicken		agree
enfervorizar	rouse		agree
enfilar	line up		agree
enflaquecer	thin		agree
enfocar	focus		agree
enfoscar	plaster		agree
enfrascar	immerse		agree
enfrentar	confront		agree
enfriar	cool		agree
enfundar	sheathe		agree
enfurecer	enrage		agree
enfurruñar	sulk		agree
engalanar	adorn		agree
enganchar	hook		agree
engañar	deceive		agree
engarabitar	climb		uncertain	1	1	flagged; climb vs curl up
engarzar	thread		agree
engastar	set		agree
engatusar	cajole		agree
engendrar	beget		agree
englobar	encompass		agree
engolar	intone		agree
engolfar	plunge		agree
engolosinar	tempt		agree
engomar	gum		agree
engominar	gel hair		agree
engordar	fatten		agree
engranar	mesh		agree
engrandecer	enlarge		agree
engrasar	grease		agree
engreír	make conceited		agree
engrescar	incite		agree
engrosar	thicken		agree
enguachinar	soak		agree	1		flagged
enguantar	glove		agree
enguarrar	dirty		agree
engullir	gobble		agree
engurruñar	shrivel		agree
enharinar	flour		agree
enhebrar	thread		agree
enjabonar	soap		agree
enjaezar	harness		agree
enjalbegar	whitewash		agree
enjaretar	rattle off		agree
enjaular	cage		agree
enjoyar	bejewel		agree
enjuagar	rinse		agree
enjugar	wipe		agree
enjuiciar	judge		agree
enladrillar	brick		agree
enlatar	can		agree
enlazar	link		agree
enlodar	muddy		agree
enloquecer	madden		agree
enlosar	pave		agree
enlucir	plaster		agree
enlutar	put in mourning		agree
enmadrar	cling to mother		agree
enmarañar	tangle		agree
enmarcar	frame		agree
enmascarar	mask		agree
enmendar	amend		agree
enmohecer	mold		agree
enmoquetar	carpet		agree
