flanquear	flank		agree
flaquear	weaken		agree
flechar	captivate		agree		captivate / smite both valid
fletar	charter		agree
flexibilizar	loosen		agree
flexionar	flex		agree
flirtear	flirt		agree
flojear	slacken		agree
florear	adorn		agree	1	adorn / embellish both valid
florecer	flourish		agree
flotar	float		agree
fluctuar	fluctuate		agree
fluidificar	fluidify		agree	1
fluir	flow		agree
fluorar	fluoridate		agree	1
focalizar	focus		agree
foguear	fire		uncertain	1	1	fire vs season (inure); blind says season
foliar	foliate		agree	1
follar	screw		agree
fomentar	foster		agree
fondear	anchor		agree
forcejear	struggle		agree
forestar	afforest		agree
forjar	forge		agree
formalizar	formalize		agree
formatear	format		agree
formular	formulate		agree
fornicar	fornicate		agree
forrajear	forage		agree
forrar	line		agree
fortalecer	strengthen		agree
fortificar	fortify		agree
fosforescer	phosphoresce		agree
fosilizar	fossilize		agree
fotocopiar	photocopy		agree
fotografiar	photograph		agree
fotosintetizar	photosynthesize		agree
fracasar	fail		agree
fraccionar	divide		agree		divide / split both valid
fracturar	fracture		agree
fragmentar	fragment		agree
fraguar	forge		replace	set		set/harden (cement) is primary; forge is secondary
franquear	clear		agree
frasear	phrase		agree
fraternizar	fraternize		agree
frecuentar	frequent		agree
fregar	scrub		agree
fregotear	scrub		agree	1	scrub / scour both valid
frenar	brake		agree
fresar	mill		agree
friccionar	rub		agree
frisar	border on		agree		border on / approach both valid
frivolizar	trivialize		agree
frotar	rub		agree
fructificar	bear fruit		agree
frustrar	frustrate		agree
fugar	flee		agree
fulgurar	flash		agree
fulminar	strike down		agree
fumar	smoke		agree
fumigar	fumigate		agree
funcionar	work		agree
fundamentar	base		agree		base / underpin both valid
fundar	found		agree
fundir	melt		agree
fusilar	shoot		agree		shoot/execute both valid
fusionar	merge		agree
fustigar	whip		agree
gafar	jinx		agree
galantear	court		agree
galardonar	award		agree
gallardear	flaunt		agree	1	flaunt / swagger both valid
gallear	strut		agree	1
galopar	gallop		agree
galvanizar	galvanize		agree
gamberrear	cause trouble		agree
gandulear	loaf		agree
gangrenar	gangrene		agree
gansear	clown		agree	1	clown / clown around both valid
gañir	yelp		agree
garabatear	scribble		agree
garantizar	guarantee		agree
gargajear	spit		agree		spit / hawk both valid
gargarizar	gargle		agree
garrapatear	scribble		agree	1	scribble / scrawl both valid
garrapiñar	candy		agree	1
gasear	gas		agree
gasificar	gasify		agree
gatear	crawl		agree
gemir	moan		agree
generalizar	generalize		agree
generar	generate		agree
germanizar	germanize		agree
germinar	germinate		agree
gestar	gestate		agree
gesticular	gesticulate		agree
gestionar	manage		agree
gibar	annoy		uncertain	1	1	annoy vs hunch; blind says hunch
gimotear	whimper		agree
girar	turn		agree
gitanear	wheedle		agree	1
glasear	glaze		agree
globalizar	globalize		agree
gloriar	glory		agree
glorificar	glorify		agree
gobernar	govern		agree
golear	score		agree		score / thrash; both valid in soccer
golfear	loaf		agree	1	loaf / loiter both valid
golosear	nibble		agree	1	nibble / nibble sweets both valid
golpetear	tap		agree
gorgoritear	trill		agree	1
gorgotear	gurgle		agree
gorjear	chirp		agree
gorronear	scrounge		agree		scrounge / sponge both valid
gotear	drip		agree
gozar	enjoy		agree
grabar	record		agree
graduar	graduate		agree
gramaticalizar	grammaticalize		agree
granar	seed		agree	1
granjear	earn		agree		earn / win both valid
granular	granulate		agree
gratificar	gratify		agree
gratinar	gratin		agree
gravar	tax		agree
gravitar	gravitate		agree
graznar	caw		agree
grillar	sprout		agree	1
gripar	seize up		agree
grisear	gray		agree	1
gritar	shout		agree
gruñir	growl		agree
guardar	keep		agree
guarecer	shelter		agree
guarnecer	garnish		agree
guarnicionar	garrison		agree	1
guarrear	mess up		uncertain	1	1	mess up vs grunt; regional slang
guasear	joke		agree
guerrear	wage war		agree
guerrillear	wage guerrilla war		agree	1
guiar	guide		agree
guillotinar	guillotine		agree
guiñar	wink		agree
guipar	see		agree	1	see / spot both valid
guisar	cook		agree
gulusmear	snoop		agree	1	snoop / snoop for food both valid
habilitar	enable		agree
habitar	inhabit		agree
habituar	accustom		agree
hacinar	pile up		agree
halagar	flatter		agree
hallar	find		agree
haraganear	loaf		agree
hartar	fill		agree		fill/sate vs sicken; both relate to satiety
hastiar	bore		agree		bore / weary both valid
hebraizar	hebraize		agree	1
hechizar	bewitch		agree
heder	stink		agree
helenizar	hellenize		agree
henchir	fill		agree		fill / swell both valid
hendir	cleave		agree
heñir	knead		agree	1
heredar	inherit		agree
herir	wound		agree
hermanar	join		agree		join / pair both valid
hermosear	beautify		agree
herniar	herniate		agree
herrar	shoe		agree
herrumbrar	rust		agree
hidratar	hydrate		agree
higienizar	sanitize		agree
hilar	spin		agree
hilvanar	baste		agree
himplar	snarl		agree	1
hincar	thrust		agree
hinchar	inflate		agree
hipar	hiccup		agree
hipertrofiar	hypertrophy		agree
hipnotizar	hypnotize		agree
hipotecar	mortgage		agree
hispanizar	hispanicize		agree
historiar	chronicle		agree
hocicar	root		agree	1
hojaldrar	puff		agree	1
hojear	browse		agree		browse / skim both valid
holgar	rest		agree		rest / idle both valid
holgazanear	loaf		agree
hollar	tread		agree
homenajear	honor		agree
homogeneizar	homogenize		agree
homologar	approve		agree		approve / standardize both valid
hondear	sound		agree	1
honrar	honor		agree
horadar	pierce		agree		pierce / bore both valid
hormiguear	tingle		agree
hornear	bake		agree
horripilar	horrify		agree
horrorizar	horrify		agree
hospedar	lodge		agree
hospitalizar	hospitalize		agree
hostiar	wallop		agree	1	wallop / whack both valid
hostigar	harass		agree
hostilizar	harass		agree
hozar	root		agree	1
humanizar	humanize		agree
humar	smoke		agree	1
humear	smoke		agree		smoke / steam both valid
humedecer	moisten		agree
humidificar	humidify		agree
humillar	humiliate		agree
hundir	sink		agree
hurgar	rummage		agree
huronear	pry		agree	1	pry / ferret both valid
hurtar	steal		agree
husmear	sniff		agree
