sincerar	come clean		agree
sincopar	syncopate		agree
sincronizar	synchronize		agree
sindicar	unionize		agree
singularizar	singularize		agree
sintetizar	synthesize		agree
sintonizar	tune		agree
sisar	pilfer		agree
sisear	hiss		agree
sistematizar	systematize		agree
sitiar	besiege		agree
situar	situate		agree
sobar	rub		agree
sobetear	paw		uncertain	1	1	colloquial
sobornar	bribe		agree
sobrar	be left over		agree
sobrealimentar	overfeed		agree
sobreañadir	superadd		agree
sobrecargar	overload		agree
sobrecoger	startle		agree
sobredimensionar	oversize		agree
sobreexcitar	overexcite		agree
sobrehilar	overcast		agree
sobrellevar	endure		agree
sobre(e)ntender	infer		agree
sobrepasar	exceed		agree
sobreponer	superimpose		agree
sobresalir	stand out		agree
sobresaltar	startle		agree
sobrescribir	overwrite		agree
sobreseer	dismiss		agree
sobrestimar	overestimate		agree
sobrevalorar	overvalue		agree
sobrevenir	befall		agree
sobrevivir	survive		agree
sobrevolar	overfly		agree
socarrar	scorch		agree
socavar	undermine		agree
sociabilizar	socialize		agree
socializar	socialize		agree
socorrer	aid		agree
sofisticar	sophisticate		agree
soflamar	scorch		agree	1
sofocar	suffocate		agree
sofreír	sauté		agree
sojuzgar	subjugate		agree
solapar	overlap		agree
solazar	relax		agree
soldar	weld		agree
solear	sun		agree
solemnizar	solemnize		agree
soler	usually do		agree
solfear	sol-fa		agree
solicitar	request		agree
solidarizar	show solidarity		agree
solidificar	solidify		agree
soliloquiar	soliloquize		agree
soliviantar	stir up		agree
sollozar	sob		agree
soltar	release		agree
solucionar	solve		agree
solventar	resolve		agree
somatizar	somatize		agree
sombrear	shade		agree
sonar	sound		agree
sondar	probe		agree
sondear	survey		agree
sonorizar	add sound		agree
sonreír	smile		agree
sonrojar	blush		agree			make blush; sonrojarse = blush
sonsacar	wheedle		agree
soñar	dream		agree
sopapear	slap		agree
sopar	dunk		agree
sopesar	weigh up		agree
soplar	blow		agree
soportar	endure		agree
sorber	sip		agree
sorprender	surprise		agree
sortear	raffle		agree
sosegar	calm		agree
soslayar	sidestep		agree
sospechar	suspect		agree
sostener	hold		agree
soterrar	bury		agree
sovietizar	sovietize		agree
suavizar	soften		agree
subalternar	subordinate		agree
subarrendar	sublet		agree
subastar	auction		agree
subcontratar	subcontract		agree
subdelegar	subdelegate		agree
subdividir	subdivide		agree
subestimar	underestimate		agree
subjetivar	subjectivize		agree
sublevar	incite		agree
sublimar	sublimate		agree
subordinar	subordinate		agree
subrayar	underline		agree
subrogar	subrogate		agree
subsanar	rectify		agree
