liofilizar	freeze-dry		agree
liquidar	liquidate		agree
lisiar	cripple		agree		maim/cripple
lisonjear	flatter		agree
listar	list		agree
litigar	litigate		agree
litografiar	lithograph		agree
llagar	wound		agree
llamar	call		agree
llamear	blaze		agree
llanear	flatten		agree		level/flatten
llenar	fill		agree
lloriquear	whimper		agree
lloviznar	drizzle		agree
loar	praise		agree
