abajar	lower		agree	1
accionar	activate		agree			operate
acechar	stalk		agree
aceitar	oil		agree
acelerar	accelerate		agree
acendrar	purify		agree	1
acentuar	accentuate		agree
aceptar	accept		agree
acerar	steel		agree	1
acercar	bring near		agree			bring closer
acertar	guess right		agree
achabacanar	vulgarize		agree	1
achacar	attribute		agree
achantar	intimidate		agree	1
achaparrar	stunt		agree	1		grow stunted
acharolar	varnish		agree	1
achatar	flatten		agree
achicar	shrink		agree			make smaller
achicharrar	scorch		agree
achinar	slant		uncertain	1	1	current slant vs blind intimidate
achispar	tipsy		replace	make tipsy	1	current not verb form
achuchar	squeeze		agree	1		shove/squeeze
acicalar	groom		agree			spruce up
acidificar	acidify		agree
acidular	acidulate		agree	1		make slightly acid
aclamar	acclaim		agree
aclarar	clarify		agree
aclimatar	acclimatize		agree
acobardar	intimidate		agree
acodar	bend		agree	1
acoger	welcome		agree
acogotar	throttle		agree	1		collar
acolchar	pad		agree
acometer	attack		agree
acomodar	accommodate		agree
acompañar	accompany		agree
acompasar	pace		agree	1		keep in time
acomplejar	give complex		agree			give a complex
acondicionar	condition		agree
aconsejar	advise		agree
acontecer	happen		agree
acoplar	couple		agree
acoquinar	intimidate		agree	1
acorazar	armor		agree
acorchar	cork		uncertain	1	1	current cork vs blind make corky
acordonar	cordon off		agree
acorralar	corner		agree			corral
acortar	shorten		agree
acosar	harass		agree
acostar	put to bed		agree
acostumbrar	accustom		agree
acotar	demarcate		agree
acrecentar	increase		agree
acreditar	accredit		agree
acribillar	riddle		agree
acrisolar	refine		agree	1
acristalar	glaze		agree
activar	activate		agree
actualizar	update		agree
acuartelar	quarter		agree	1
acuchillar	knife		agree
acuciar	urge		agree
acuclillar	squat		agree			crouch
acumular	accumulate		agree
acunar	cradle		agree			rock
acuñar	coin		agree
acurrucar	curl up		agree
acusar	accuse		agree
adaptar	adapt		agree
adecentar	tidy		agree			tidy up
adecuar	adapt		agree
adelantar	advance		agree
adelgazar	slim		agree
adentrar	go into		agree			go deep into
aderezar	season		agree
adeudar	owe		agree
adherir	adhere		agree
adicionar	add		agree
adiestrar	train		agree
adinerar	enrich		agree	1		make wealthy
adivinar	guess		agree
adjetivar	adjectivize		agree	1		use as adjective
adjudicar	award		agree
adjuntar	attach		agree
administrar	administer		agree
admirar	admire		agree
adobar	marinate		agree
adocenar	make common		agree	1		make commonplace
adoctrinar	indoctrinate		agree
adolecer	suffer		agree			suffer from
adoptar	adopt		agree
adoquinar	pave		agree			pave with cobblestones
adorar	adore		agree
adormecer	lull		agree
adormilar	doze		agree
adornar	adorn		agree			decorate
adosar	attach		agree			lean against
adscribir	ascribe		agree			assign
adueñar	take over		agree			take possession
adular	flatter		agree
adulterar	adulterate		agree
adverbializar	adverbialize		agree	1		use as adverb
advertir	warn		agree
aerotransportar	airlift		agree
afanar	toil		agree
afear	uglify		agree			make ugly
afectar	affect		agree
afeitar	shave		agree
afelpar	plush		replace	make plush	1	current not verb form
afeminar	effeminate		agree	1		make effeminate
aferrar	grasp		agree
afianzar	secure		agree
aficionar	make fond		agree
afilar	sharpen		agree
afiliar	affiliate		agree
afinar	tune		agree
afincar	settle		agree	1
afirmar	affirm		agree
aflautar	pipe		replace	make shrill	1	current unclear
afligir	afflict		agree
aflojar	loosen		agree
afluir	flow		agree
afofar	soften		agree	1		make spongy
afrancesar	frenchify		agree	1
afrentar	affront		agree
africanizar	africanize		agree
afrontar	confront		agree
agachar	crouch		agree			duck
agarrar	grab		agree
agarrotar	tighten		agree
agasajar	fete		agree			lavish attention on
agavillar	bundle		agree	1		bundle into sheaves
agazapar	crouch		agree
agenciar	procure		agree
agigantar	enlarge		agree
agilizar	expedite		agree			speed up
agitanar	gypsify		agree	1		make gypsy-like
agitar	shake		agree
aglomerar	agglomerate		agree
aglutinar	agglutinate		agree			bind together
agobiar	overwhelm		agree
agolpar	crowd		agree
agonizar	agonize		agree
agostar	parch		agree	1
agotar	exhaust		agree
agraciar	grace		agree
agradar	please		agree
agradecer	thank		agree
agrandar	enlarge		agree
agravar	aggravate		agree
agraviar	wrong		agree			offend
agredir	assault		agree
agregar	add		agree
agremiar	unionize		agree	1
agriar	sour		agree
agrietar	crack		agree
agrisar	gray		agree	1		make gray
agrupar	group		agree
aguantar	endure		agree
aguar	water down		agree
aguardar	await		agree
agudizar	sharpen		agree
aguijonear	goad		agree
agujerear	pierce		agree
agusanar	get wormy		agree	1
aguzar	sharpen		agree
aherrojar	shackle		agree	1
ahogar	drown		agree
ahondar	deepen		agree
ahorcar	hang		agree
ahornar	bake		agree	1		put in the oven
ahorrar	save		agree
ahuecar	hollow		agree			hollow out
ahuevar	egg-shape		agree	1		make egg-shaped
ahumar	smoke		agree
ahuyentar	scare away		agree
aindiar	go native		agree	1
airear	air		agree
ajamonar	get plump		agree
ajar	wither		agree
ajardinar	landscape		agree
ajetrear	bustle		agree
ajuntar	join		agree
ajustar	adjust		agree
ajusticiar	execute		agree
alabar	praise		agree
alabear	warp		agree
alambicar	distill		agree	1
alambrar	wire		agree			fence with wire
alardear	boast		agree
alargar	lengthen		agree
alarmar	alarm		agree
albardar	bard		uncertain	1	1	current bard vs blind saddle
albergar	house		agree
alborear	dawn		agree
alborotar	stir up		agree
alborozar	delight		agree			gladden
alcahuetear	pander		agree	1
alcalinizar	alkalize		agree
alcantarillar	sewer		agree	1		lay sewers
alcanzar	reach		agree
alcoholizar	alcoholize		agree	1
aleccionar	instruct		agree
alegar	allege		agree
alegrar	gladden		agree
alejar	move away		agree
alentar	encourage		agree
alertar	alert		agree
aletargar	make drowsy		agree			make lethargic
aletear	flutter		agree
alfabetizar	alphabetize		agree
alfombrar	carpet		agree
algodonar	pad		agree	1		stuff with cotton
alhajar	bejewel		agree	1		furnish
aliar	ally		agree
alicatar	tile		agree	1
alicortar	clip wings		agree	1		clip the wings
alienar	alienate		agree
aligerar	lighten		agree
alimentar	feed		agree
alinear	align		agree
aliñar	season		agree			dress
alisar	smooth		agree
alistar	enlist		agree
aliviar	relieve		agree
allanar	level		agree
allegar	gather		agree	1
